music_id,artist_name,track_name,genres,average_rating
14446,Johnny Cash,Who Kept The Sheep,country|folk,4.0
14447,Johnny Cash,You Beat All I Ever Saw,country|folk|americana,4.0
14448,Johnny Cash,A Certain Kinda Hurtin',country|folk,5.0
14449,Johnny Cash,Austin Prison,country|folk,5.0
14450,Johnny Cash,Further On Up The Road,country|folk|rock,2.5
14451,Johnny Cash,Bill'S Theme (Instrumental),country|instrumental,5.0
14452,Johnny Cash,In The Sweet By And By,country|gospel,1.0
14453,Johnny Cash,A Wound Time Can'T Erase,country|folk|americana,5.0
14454,Johnny Cash,All God'S Children Ain'T Free,country|folk,5.0
14455,Johnny Cash,I'M Free From The Chain Gang Now,country|folk|blues,3.0
14456,Johnny Cash,Do Lord,country|gospel,4.0
14457,Johnny Cash,Troublesome Waters,country|folk,2.5
14458,Johnny Cash,Here Was A Man,country|folk|americana,1.0
14459,Johnny Cash,The Matador,country|folk,4.0
14460,Robbie Williams,Never Touch That Switch,pop|rock,1.0
14461,Robbie Williams,She'S Madonna,pop|rock,3.5
14462,Robbie Williams,Rock Dj,pop|dance|electronic,2.6666666666666665
14463,Robbie Williams,Rudebox,pop|electropop|dance-pop|hip-hop,3.5
14464,Jamelia,Beware Of The Dog,r&b|pop,3.5
14465,Buldožer,Ejaculato Praecox,experimental|avant-garde|progressive rock,3.5
14466,Buldožer,Helga Ii,experimental|progressive rock,5.0
14467,Arch Enemy,Burning Angel,metal|heavy metal|melodic death metal,4.0
14468,Arch Enemy,Dead Eyes See No Future,metal|death metal,3.5
14469,Arch Enemy,Enter The Machine,metal|death metal|melodic death metal,3.5
14470,Arch Enemy,Carry The Cross,metal|death metal,3.5
14471,Arch Enemy,We Will Rise,metal|death metal,4.0
14472,Arch Enemy,Anthem,metal|rock,4.0
14473,Jojo,Too Little Too Late,pop|r&b,3.0
14474,Jojo,Baby It'S You,pop|r&b,3.5
14475,Michael Jackson,Stranger In Moscow,pop|contemporary r&b|soul,3.333333333333333
14476,Evanescence,Bring Me To Life (Album Version),alternative metal|symphonic metal|gothic rock,3.5
14477,Evanescence,Good Enough (Album Version),pop|rock|alternative,4.0
14478,Jessica Simpson,These Boots Are Made For Walkin',pop|country,1.0
14479,Richard Ashcroft,You On My Mind In My Sleep,rock|alternative rock,4.0
14480,Manic Street Preachers,Drug Drug Druggy,alternative|rock,3.0
14481,Vasco Rossi,Gli Angeli,pop|rock,4.0
14482,The Smiths,"Frankly, Mr. Shankly",indie|alternative,3.7142857142857135
14483,The Divine Comedy,Everybody Knows (Except You),baroque pop|chamber pop,3.0
14484,Weezer,Across The Sea,alternative|rock,2.0
14485,U2,Kite,rock|alternative|pop,3.0
14486,U2,When I Look At The World,rock|alternative rock|pop,2.5
14487,U2,"Stay (Faraway, So Close!)",rock|pop,3.0
14488,U2,In A Little While,rock|alternative,2.6666666666666665
14489,U2,Out Of Control,rock|alternative,2.5
14490,Mansun,Serotonin,alternative|indie|britpop,1.5
14491,Thirteen Senses,Follow Me,alternative|indie|rock,3.0
14492,Thirteen Senses,Do No Wrong,indie|rock,4.0
14493,Thirteen Senses,All The Love In Your Hands,indie|alternative|rock,4.0
14494,Coldplay,Shiver (Acoustic),pop|rock|acoustic,3.0
14495,Dido,Mary'S In India,pop|folk,2.333333333333333
14496,The Verve,Life'S An Ocean,alternative|rock,4.0
14497,Death Cab For Cutie,Steadier Footing,indie|alternative|rock,3.5
14498,The Horrors,Gloves,indie|post-punk|shoegaze,3.333333333333333
14499,The Horrors,She Is The New Thing,indie rock|post-punk,3.0
14500,Sufjan Stevens,Say Yes! To M!Ch!Gan!,indie|folk|experimental,3.0
14501,The Futureheads,See What You Want,indie|rock|post-punk,2.0
14502,The Beta Band,She'S The One,alternative|indie,3.0
14503,Pete & The Pirates,Knots,indie|alternative|rock,3.0
14504,Pete & The Pirates,Mr Understanding,indie rock|alternative rock,3.0
14505,Jurassic 5,Swing Set,hip-hop|rap,3.0
14506,Adam Green,Bluebirds,indie|folk,4.0
14507,Motion City Soundtrack,Time Turned Fragile,pop|punk,3.0
14508,The Courteeners,Cavorting,indie rock|alternative rock|post-punk,3.5
14509,The Courteeners,Acrylic,indie|rock,3.5
14510,Rjd2,Take The Picture Off,electronic|hip hop,3.0
14511,Cansei De Ser Sexy,Jager Yoga,electronic|indie rock,3.5
14512,Cansei De Ser Sexy,Believe Achieve,indie|dance|electronic,3.5
14513,Cansei De Ser Sexy,Acho Um Pouco Bom,electro-pop|indie pop|synth-pop,4.0
14514,Cansei De Ser Sexy,Bezzi,electronic|indie pop,4.0
14515,Shout Out Louds,Hurry Up Let'S Go,indie|pop|rock,5.0
14516,Shout Out Louds,Time Left For Love,indie|pop|rock,4.0
14517,Shout Out Louds,You Are Dreaming,indie|alternative,3.0
14518,Shout Out Louds,South America,indie|pop|rock,3.0
14519,Mclusky,Fuck This Band,rock|punk,5.0
14520,The Kills,Cat Claw,rock|indie,2.0
14521,Ted Leo And The Pharmacists,The Sword In The Stone,indie rock|alternative rock,2.0
14522,Love,My Little Red Book,rock|psychedelic rock|garage rock,4.0
14523,Black Kids,Partie Traumatic,indie|pop|rock,3.5
14524,The Postmarks,Looks Like Rain,indie|pop|dream pop,4.0
14525,Elbow,Grounds For Divorce,alternative|rock,3.8333333333333335
14526,You Say Party! We Say Die!,You Did It!,indie rock|dance-punk|post-punk,4.0
14527,The Smiths,Handsome Devil,indie|alternative,4.4
14528,Jens Lekman,Julie,indie pop|folk pop,3.0
14529,Jens Lekman,"Maple Leaves (7"" Version)",indie|pop|folk,5.0
14530,Jens Lekman,Pocketful Of Money,indie pop|baroque pop,4.0
14531,Elastica,S.O.F.T,alternative|indie rock,3.0
14532,Saosin,3Rd Measurement In C,post-hardcore|alternative rock|emo,4.0
14533,Saosin,No Angel,post-hardcore|alternative rock,4.0
14534,Saosin,Bury Your Head (Acoustic),rock|acoustic,3.0
14535,Lemon Jelly,'75 Aka Stay With You,electronic|ambient|downtempo,3.0
14536,The View,Wasteland,indie|rock,3.0
14537,Ben Folds,Sentimental Guy,pop|rock,3.0
14538,Bear Vs. Shark,Michigan,post-hardcore|indie rock,3.0
14539,Bear Vs. Shark,Mps,post-hardcore|indie rock,2.0
14540,Bear Vs. Shark,Ma Jolie,post-hardcore|emo|indie rock,3.0
14541,Bear Vs. Shark,Campfire,indie rock|post-hardcore,3.0
14542,Bear Vs. Shark,Kylie,post-hardcore|indie rock,3.0
14543,Bear Vs. Shark,Don'T Tell The Horses The Stable'S On Fire,alternative|indie rock,3.0
14544,Yeah Yeah Yeahs,Dragon Queen,indie|rock|alternative,3.0
14545,Yeah Yeah Yeahs,Skeletons,indie rock|alternative rock,3.0
14546,Yeah Yeah Yeahs,Dull Life,indie rock|alternative rock,3.5
14547,Yeah Yeah Yeahs,Little Shadow,indie|alternative|rock,2.0
14548,Hey Mercedes,Go On Drone,indie rock|alternative rock|emo,3.0
14549,Klaxons,Atlantis To Interzone (Ayia Napa To Interzone Tapedeck Remix),indie|electronica|dance,3.0
14550,Klaxons,Atlantis To Interzone (Metronomy Remix),electronic|indie rock,4.0
14551,Klaxons,Atlantis To Interzone (Third Eye Mafia Refit),indie|electronica|dance,4.0
14552,Klaxons,Gravity'S Rainbow (To My Boy Remix),electronic|indie rock,3.0
14553,Klaxons,Not Over Yet,indie|dance|rock,3.0
14554,The Promise Ring,B Is For Bethlehem,indie|emo|punk|alternative,5.0
14555,Underoath,"A Boy Brushed Red, Living In Black And White",metalcore|post-hardcore|christian metal,4.0
14556,Soulwax,Too Many Dj'S,electronic|dance|house,2.0
14557,Mae,We'Re So Far Away,alternative|indie,4.5
14558,Mae,The Ocean,alternative|indie rock,3.0
14559,Weezer,No Other One,rock|alternative rock,2.5
14560,Lightspeed Champion,All To Shit,indie|alternative,3.0
14561,Lightspeed Champion,Dry Lips,indie|folk|alternative,2.5
14562,Lightspeed Champion,Galaxy Of The Lost,indie|folk|pop|rock,3.333333333333333
14563,Pulp,Monday Morning,indie pop|britpop,3.5
14564,Good Shoes,Ice Age,indie|alternative|rock,3.5
14565,Good Shoes,Wrong And Right,indie|alternative|rock,4.0
14566,Good Shoes,Sophia,indie|alternative,3.333333333333333
14567,Jupiter One,Turn Up The Radio,indie|alternative|rock,4.0
14568,Help She Can'T Swim,What Would Morrissey Say?,indie|pop|punk,4.0
14569,The Format,"Wait, Wait, Wait",indie|pop|rock,4.0
14570,The Format,"I'M Ready, I Am",indie rock|alternative rock,3.0
14571,The Format,A Save Situation,indie|alternative,3.0
14572,The Format,Tune Out,indie|pop|rock,3.5
14573,The Format,A Mess To Be Made,indie|alternative,3.0
14574,The Format,Let'S Make This Moment A Crime,indie rock|indie pop,3.0
14575,The Format,Tie The Rope,indie|alternative|pop,3.0
14576,Harvey Danger,Moral Centralia,alternative|indie rock|post-punk,3.0
14577,Harvey Danger,Little Round Mirrors,alternative|indie rock,3.0
14578,The Maccabees,Precious Time,indie|rock,3.5
14579,Of Montreal,I Can'T Stop Your Memory,indie|psychedelic pop|baroque pop,3.0
14580,Of Montreal,This Feeling (Derek'S Theme),indie|psychedelic pop,3.0
14581,The Feeling,Love It When You Call,pop|rock,3.0
14582,Iliketrains,Stainless Steel,post-rock|shoegaze,4.0
14583,Bloc Party,Signs,indie|alternative|rock,3.4
14584,Bloc Party,One Month Off,indie rock|post-punk revival,4.0
14585,Bloc Party,Biko,rock|indie rock,3.5
14586,Bloc Party,Halo,indie rock|alternative rock,4.0
14587,Bloc Party,Mercury,indie|rock|post-punk,3.555555555555556
14588,Bloc Party,Zephyrus,indie rock|alternative rock,3.5
14589,Bloc Party,Better Than Heaven,indie rock|alternative rock,3.5
14590,Bloc Party,Ares,indie|alternative|post-punk,3.5
14591,Bloc Party,Flux,indie|alternative|dance,4.2
14592,Bloc Party,Trojan Horse,indie rock|post-punk revival,3.6
14593,Brand New,Tautou,emo|alternative rock,2.0
14594,Camera Obscura,"A Red, Red Rose",indie|pop|alternative,3.0
14595,Camera Obscura,Marathon Not A Sprint,indie pop|twee pop,3.0
14596,Camera Obscura,Your Picture,indie pop|twee pop,3.0
14597,Ian Love,The Only Night,alternative|indie,5.0
14598,Circle Takes The Square,Comes With The Fall,screamo|post-hardcore,3.5
14599,Circle Takes The Square,In The Nervous Light,post-hardcore|screamo,4.0
14600,The Sundays,Summertime,indie|dream pop|alternative,3.0
14601,Thunderbirds Are Now!,From: Skulls,indie rock|post-punk,4.0
14602,Thunderbirds Are Now!,198090,indie rock|post-punk revival,4.0
14603,Thunderbirds Are Now!,(Aquatic Cupid'S) Harpoons Of Love,indie rock|post-punk,4.0
14604,Sondre Lerche,It'S Over,indie|pop,4.0
14605,Sondre Lerche,Modern Nature,indie|pop|rock,4.0
14606,Sondre Lerche,On The Tower,indie|pop,4.5
14607,Sondre Lerche,Dead Passengers,indie|alternative|singer/songwriter,3.0
14608,Six Organs Of Admittance,Words For Two,psych folk|experimental folk,3.0
14609,Snow Patrol,Headlights On Dark Roads,alternative|indie,2.333333333333333
14610,The Vaselines,Let'S Get Ugly,indie|alternative,5.0
14611,Mansun,Taxloss,rock|britpop|alternative,2.0
14612,Modest Mouse,Custom Concern,indie rock|alternative rock,3.5
14613,Modest Mouse,Head South,indie rock|alternative rock,4.0
14614,Modest Mouse,Lounge,indie rock|alternative rock,4.0
14615,Modest Mouse,Cowboy Dan,indie rock|alternative rock,3.333333333333333
14616,Modest Mouse,Out Of Gas,indie rock|alternative rock,3.5
14617,Ben Folds Five,The Ascent Of Stan,alternative|piano rock,3.0
14618,Sons And Daughters,Rebel With The Ghost,indie|rock|alternative,2.0
14619,Coheed And Cambria,The Velourium Camper Iii: Al The Killer,progressive rock|alternative rock|post-hardcore,2.0
14620,Larrikin Love,Happy As Annie,indie|folk|alternative,2.75
14621,Bono Must Die,We'Re Better Than You,alternative|rock|punk,3.5
14622,The Blood Brothers,"God Bless You, Blood Thirsty Zeppelins",post-hardcore|punk rock|experimental,2.5
14623,The Blood Brothers,Ambulance Vs. Ambulance,post-hardcore|experimental rock|noise rock,2.5
14624,The Blood Brothers,"The Salesman, Denver Max",post-hardcore|experimental rock,3.0
14625,The Blood Brothers,Every Breath Is A Bomb,post-hardcore|experimental,2.5
14626,The Blood Brothers,Six Nightmares At The Pinball Masquerade,post-hardcore|experimental rock|noise rock,2.5
14627,The Blood Brothers,Guitarmy,post-hardcore|experimental,2.5
14628,Architecture In Helsinki,Lazy (Lazy),indie pop|alternative pop|electronic,3.0
14629,Architecture In Helsinki,Nothing'S Wrong,indie pop|indie rock|electronic,3.0
14630,Freezepop,Science Genius Girl,synthpop|electropop,1.0
14631,Freezepop,Harebrained Scheme,electropop|synthpop,2.0
14632,Alexisonfire,The Kennedy Curse,post-hardcore|alternative rock,3.0
14633,Jamie T,Ike & Tina,indie|alternative|hip hop,3.5
14634,Jamie T,Operation,indie rock|alternative hip hop,3.5
14635,Jamie T,If You Got The Money,indie|rock,3.5
14636,Jamie T,Calm Down Dearest,indie|alternative|rock,3.75
14637,Jamie T,Sheila,indie rock|alternative rock,3.2
14638,Robots In Disguise,Everybody'S Going Crazy,electropop|synthpop,2.0
14639,Robots In Disguise,Can'T Stop Getting Wasted,electropop|synthpop|indie pop,3.5
14640,Robots In Disguise,Animals,electronic|pop,3.0
14641,Robots In Disguise,I Don'T Have A God,electro|synthpop,3.0
14642,Robots In Disguise,The Tears,electronic|synthpop|indie,3.0
14643,Robots In Disguise,We'Re In The Music Biz,electronic|synthpop,4.0
14644,Slayer,Altar Of Sacrifice,metal|thrash metal,3.333333333333333
14645,Minus The Bear,I Lost All My Money At The Cock Fights,indie|rock|experimental,2.0
14646,Minus The Bear,Let'S Play Guitar In A Five Guitar Band,indie|experimental|progressive,3.0
14647,Minus The Bear,Hey! Is That A Ninja Up There?,indie|math rock|experimental,4.0
14648,Minus The Bear,Spritz!!! Spritz!!!,indie rock|math rock,3.0
14649,Iron & Wine,Sea And The Rhythm,folk|indie folk|americana,3.0
14650,Someone Still Loves You Boris Yeltsin,Pangea,indie|pop|rock,3.0
14651,T. Rex,Solid Gold Easy Action,glam rock|hard rock,3.0
14652,The Duke Spirit,The Step And The Walk,indie rock|garage rock,4.0
14653,Blood Red Shoes,Doesn'T Matter Much,indie rock|alternative rock,3.0
14654,Blood Red Shoes,"Say Something, Say Anything",indie rock|alternative rock,3.0
14655,Enon,Native Numb,indie|experimental|electronic,3.0
14656,Enon,Sold!,rock|indie rock|electronic,3.0
14657,Kings Of Convenience,Summer On The Westhill,indie|folk,3.333333333333333
14658,Kings Of Convenience,"Winning A Battle, Losing The War",indie|folk|acoustic,3.0
14659,Tegan And Sara,Fix You Up,indie pop|alternative rock,3.25
14660,Tegan And Sara,The First,indie pop|alternative rock,3.5
14661,Tegan And Sara,So Jealous,indie|pop|rock,2.25
14662,Ramones,Mama'S Boy,punk|rock,1.0
14663,Ramones,Psycho Therapy,punk|rock,1.0
14664,Santogold,Lights Out,indie|dance|electronic,2.6666666666666665
14665,Santogold,My Superman,indie|alternative|electronic,3.0
14666,Santogold,Creator,electro|indie|pop,4.333333333333333
14667,Santogold,Say Aha,electronic|indie pop|alternative,3.0
14668,Hot Chip,And I Was A Boy From School,electronic|indie pop,3.5
14669,Final Fantasy,Better Than Worse,video game|electronic|soundtrack,3.0
14670,Final Fantasy,The Chronicles Of Sarnia,video game music|soundtrack,3.0
14671,Final Fantasy,"Learn To Keep Your Mouth Shut, Owen Pallett",classical|experimental|electronic,3.0
14672,Final Fantasy,That'S When The Audience Died,classical|video game music,3.0
14673,Final Fantasy,Furniture,video game|ambient|electronic,3.6666666666666665
14674,Ok Go,Oh Lately It'S So Quiet,indie|alternative|pop,4.0
14675,Ok Go,"Hello, My Treacherous Friends",alternative|indie|rock,3.0
14676,Ok Go,"Television, Television",alternative|indie rock,2.0
14677,Ok Go,No Sign Of Life,alternative|indie rock,3.5
14678,Adam Ant,Goody Two Shoes,new wave|post-punk|pop rock,4.0
14679,Belle And Sebastian,Act Of The Apostle,indie pop|baroque pop|chamber pop,2.333333333333333
14680,Belle And Sebastian,Chickfactor,indie|alternative,3.0
14681,Belle And Sebastian,A Century Of Fakers,indie|pop|folk,1.0
14682,Belle And Sebastian,Le Pastie De La Bourgeoisie,indie pop|baroque pop,4.0
14683,Belle And Sebastian,Roy Walker,indie|pop|rock,3.333333333333333
14684,Belle And Sebastian,Put The Book Back On The Shelf,indie|alternative|pop,4.0
14685,Belle And Sebastian,Is It Wicked Not To Care?,indie|pop|alternative folk,3.5
14686,The Ting Tings,Impacilla Carpisung,indie|alternative,3.6666666666666665
14687,The Ting Tings,We Started Nothing,indie|pop|dance,3.0
14688,The Ting Tings,Fruit Machine,indie pop|indie rock,3.75
14689,The Ting Tings,Shut Up And Let Me Go,indie|pop|dance,3.4545454545454546
14690,The Radio Dept.,Against The Tide,indie|dream pop|shoegaze,3.0
14691,Teenage Fanclub,Only With You,indie|rock,4.0
14692,Rilo Kiley,Variations On A Theme (Plane Crash In C),indie|alternative,1.0
14693,Say Anything,Ants In My Pants,alternative|indie rock,5.0
14694,Say Anything,Baseball But Better,rock|punk,5.0
14695,Suburban Kids With Biblical Names,Seems To Be On My Mind,indie|pop,4.0
14696,Suburban Kids With Biblical Names,Marry Me,indie pop|indie rock,3.0
14697,Suburban Kids With Biblical Names,Teenage Poetry,indie|pop,4.0
14698,Suburban Kids With Biblical Names,Parakit,indie|pop,4.0
14699,Test Icicles,Dancing On Pegs,indie rock|post-punk|dance-punk,3.0
14700,Test Icicles,Maintain The Focus,indie rock|post-punk revival|noise rock,3.0
14701,Test Icicles,Catch It!,rock|indie rock|punk,3.0
14702,The Willowz,Something,rock|garage punk|alternative,3.0
14703,My American Heart,The Process,emo|alternative rock,4.0
14704,Pony Up,Swans,indie pop|alternative rock,4.0
14705,Operator Please,Just A Song About Ping Pong,indie|pop|rock,3.0
14706,Cat Power,"New York, New York",indie|folk,3.5
14707,Morcheeba,Thumbnails,trip-hop|downtempo,3.0
14708,Morcheeba,Riverbed (Feat. Thomas Dybdahl),trip-hop|downtempo,3.0
14709,Morcheeba,Enjoy The Ride (Feat. Judy Tzuke),trip-hop|downtempo|electronic,4.0
14710,Morcheeba,Run Honey Run (Feat. Bradley),trip-hop|downtempo,3.0
14711,Morcheeba,Get Along,trip-hop|downtempo,4.0
14712,Morcheeba,Gained The World (Feat. Manda),trip-hop|downtempo|electronic,3.5
14713,Morcheeba,Sleep On It (Feat. Thomas Dybdahl),trip hop|downtempo|alternative fernelectronica,3.0
14714,Morcheeba,Charango,trip hop|downtempo|electronica,3.0
14715,Morcheeba,Blue Chair (Feat. Judy Tzuke),trip-hop|downtempo,3.0
14716,Morcheeba,Antidote,trip hop|downtempo|electronica,1.0
14717,Eisley,Taking Control,indie|alternative|pop,4.0
14718,Eisley,Golly Sandra,indie|alternative|dream pop,3.6666666666666665
14719,Eisley,Go Away,indie|alternative|rock,3.0
14720,Eisley,Invasion,indie|alternative,4.0
14721,Eisley,One Day I Floated Away,indie|alternative|pop,4.0
14722,Eisley,Memories,indie|alternative|dream pop,4.5
14723,Eisley,Marvelous Things,indie|alternative|pop,4.0
14724,Eisley,Telescope Eyes,indie|alternative|dream pop|shoegaze,3.6666666666666665
14725,Eisley,Just Like We Do,indie|alternative|indie pop,4.0
14726,The Cars,Moving In Stereo,rock|new wave,3.0
14727,Maroon 5,Better That We Break,pop|rock,4.0
14728,Beirut,My Family'S Role In The World Revolution,indie|folk|world,4.0
14729,Husky Rescue,Sweet Little Kitten,indie|electronic|dream pop,3.0
14730,Husky Rescue,City Lights,electronic|ambient,3.333333333333333
14731,Husky Rescue,Diamonds In The Sky,indie|electronic|dream pop,4.0
14732,Husky Rescue,New Light Of Tomorrow,electronic|indie,3.5
14733,Husky Rescue,Rainbow Flows,indie|electronic|dream pop|downtempo,3.0
14734,Husky Rescue,Gasoline Girl,electronic|indie pop|dream pop,3.0
14735,Husky Rescue,Mean Street,electronic|indie pop,2.5
14736,Stereophonics,T-Shirt Sun Tan,rock|indie rock,4.0
14737,Stereophonics,"Is Yesterday, Tomorrow, Today?",rock|alternative rock,5.0
14738,Stereophonics,Handbags And Gladrags,rock|britpop,3.5
14739,Editors,Smokers Outside The Hospital Doors,rock|post-punk|indie rock,3.0
14740,Editors,The Racing Rats,indie rock|post-punk,3.5
14741,Nelly Furtado,Promiscuous (Feat. Timbaland),pop|hiphop|r&b,3.2
14742,Aqualung,Left Behind,indie|alternative|rock,3.5
14743,Aqualung,Extra Ordinary Thing,indie|pop,5.0
14744,Fergie,London Bridge (Radio Edit),pop|hip-hop,3.5
14745,Ingrid Michaelson,The Way I Am (Recorded Live On Wers),pop|acoustic,2.0
14746,Travis,Sing,indie rock|britpop,2.75
14747,Travis,Follow The Light,indie rock|alternative rock|britpop,4.0
14748,Travis,Big Chair,indie|alternative|rock,3.333333333333333
14749,Travis,J. Smith,alternative|indie|rock,3.0
14750,Travis,Why Does It Always Rain On Me,indie|britpop|alternative,3.5
14751,Travis,Closer,indie|alternative|britpop,2.75
14752,Travis,Something Anything,indie|alternative|rock,3.0
14753,Travis,Slide Show,indie rock|britpop,3.0
14754,Travis,3 Times And You Lose,indie rock|alternative rock,3.0
14755,Cansei De Ser Sexy,Beautiful Song,electronic|indie pop,3.5
14756,Paolo Nutini,I Want To Be Like You,pop|alternative,3.0
14757,Kylie Minogue,Cosmic,pop|dance,3.0
14758,Manic Street Preachers,So Why So Sad,alternative|rock,1.0
14759,Manic Street Preachers,Motorcycle Emptiness,alternative|rock|post-punk,3.25
14760,Groove Armada,Hands Of Time,electronic|downtempo|trip hop,3.0
14761,Oasis,Live Forever,rock|britpop,3.0
14762,Oasis,I'M Outta Time,rock|britpop,2.333333333333333
14763,Cary Brothers,The Last One,indie|folk|alternative,3.0
14764,Cary Brothers,The Glass Parade,indie|alternative|folk,4.0
14765,Steriogram,Walkie Talkie Man,rock|alternative,3.333333333333333
14766,Carpenters,Superstar,pop|soft rock,3.0
14767,Britney Spears,Toy Soldier,pop,2.6666666666666665
14768,Britney Spears,Break The Ice,pop|dance,4.0
14769,Britney Spears,Radar,pop|dance,3.5
14770,Britney Spears,Gimme More,pop|dance pop,3.5
14771,Britney Spears,Heaven On Earth,pop|dance,3.333333333333333
14772,Britney Spears,Piece Of Me,pop|dance pop,3.5
14773,Hard-Fi,Suburban Knights,indie rock|alternative rock|punk rock,3.6666666666666665
14774,Hard-Fi,I Shall Overcome,indie|rock|alternative,3.333333333333333
14775,Kate Bush,This Woman'S Work,pop|art pop,2.6666666666666665
14776,Róisín Murphy,You Know Me Better,electronic|dance|pop,3.6666666666666665
14777,Róisín Murphy,Cry Baby,electronic|pop,3.0
14778,Róisín Murphy,Tell Everybody,electronic|pop,3.333333333333333
14779,Róisín Murphy,Primitive,electronic|dance|house,4.0
14780,Róisín Murphy,Dear Miami,electronic|dance-pop,3.333333333333333
14781,Jet,Move On,rock|alternative rock|garage rock,4.0
14782,Jet,Holiday,rock|alternative,4.0
14783,Jet,Rip It Up,rock|garage rock|alternative rock,3.0
14784,Rainer Maria,Terrified,indie|rock,4.0
14785,Rainer Maria,Life Of Leisure,indie|emo,4.0
14786,Rainer Maria,Southpaw,indie|rock|emo,4.0
14787,Rainer Maria,Clear And True,indie|emo,5.0
14788,Glen Hansard & Markéta Irglová,If You Want Me,folk|acoustic|indie folk,4.5
14789,Ivy,Edge Of The Ocean,indie|dream pop|electronic,4.0
14790,Nicole Atkins,Maybe Tonight,indie|pop|rock,4.0
14791,Nicole Atkins,Neptune City,indie|alternative|rock,3.0
14792,Foo Fighters,What If I Do?,alternative|rock,3.0
14793,Little Joy,No One'S Better Sake,indie|folk|rock,3.0
14794,The Cure,Mint Car (Acoustic),acoustic|alternative rock|post-punk,3.0
14795,The Cinematics,A Strange Education,indie|alternative|rock,2.0
14796,Lily Allen,Don'T Get Me Wrong,pop|alternative,3.0
14797,Weezer,Heart Songs,alternative|rock,1.0
14798,Madonna,She'S Not Me,pop|dance,2.6666666666666665
14799,Madonna,Heartbeat,pop|dance,3.25
14800,Madonna,Devil Wouldn'T Recognize You,pop|dance,3.0
14801,Madonna,Give It To Me,pop|dance,4.5
14802,Madonna,Incredible,pop|dance,2.6666666666666665
14803,Madonna,Candy Shop,pop|dance,2.5
14804,Madonna,4 Minutes,pop|dance|hip-hop,2.6666666666666665
14805,Bonnie 'Prince' Billy,Ebb Tide,folk|indie folk|americana,3.0
14806,The Last Shadow Puppets,In The Heat Of The Morning,indie rock|baroque pop,3.0
14807,Bloc Party,Talons,indie rock|post-punk revival,4.5
14808,Bloc Party,Skeleton,indie rock|post-punk revival,3.0
14809,Bloc Party,Storm And Stress,indie|alternative|rock,2.0
14810,Bloc Party,Cain Said To Abel,indie rock|post-punk revival,3.0
14811,Giant Drag,Wicked Game,indie rock|alternative rock,3.333333333333333
14812,Giant Drag,Yflmd,indie|alternative,4.0
14813,We Are Scientists,Lethal Enforcer,indie rock|alternative rock,3.6666666666666665
14814,We Are Scientists,Tonight,indie rock|alternative rock,3.333333333333333
14815,We Are Scientists,After Hours,indie rock|alternative rock,3.8333333333333335
14816,Smash Mouth,Diggin' Your Scene,pop|rock|alternative,4.0
14817,Kt Tunstall,Hold On,pop|rock,3.5
14818,Kt Tunstall,False Alarm,indie|alternative|pop,4.0
14819,Kt Tunstall,Universe & U,pop|rock,4.0
14820,Kt Tunstall,Let'S Stick Together,pop|rock,3.0
14821,Kt Tunstall,I Don'T Want You Now,rock|alternative rock,4.0
14822,Kt Tunstall,Another Place To Fall,pop|indie rock|folk rock,3.5
14823,Kt Tunstall,Funnyman,pop|rock|alternative,4.0
14824,Kt Tunstall,Through The Dark,pop|alternative,4.0
14825,The Killers,Sweet Talk,indie rock|alternative rock,3.5
14826,The Killers,Leave The Bourbon On The Shelf,alternative|indie rock,3.5
14827,The Killers,Who Let You Go?,rock|indie rock,4.0
14828,The Killers,Sam'S Town (Abbey Road Version),rock|alternative rock,3.0
14829,The Killers,Show You How,alternative|rock,3.0
14830,Dana Fuchs,Why Don'T We Do It In The Road?,blues|rock,4.0
14831,Norah Jones,Be My Somebody,pop|jazz|folk,2.0
14832,Norah Jones,The Sun Doesn'T Like You,jazz|folk|country,2.0
14833,Norah Jones,Not My Friend,jazz|pop|folk,2.0
14834,Norah Jones,Carnival Town,jazz|blues|folk,2.5
14835,Norah Jones,Until The End,jazz|pop|soul,3.0
14836,U2,Pride,rock|alternative rock,4.0
14837,U2,Miracle Drug,rock|alternative,2.0
14838,U2,Bad,rock|alternative,2.6666666666666665
14839,U2,City Of Blinding Lights,rock|alternative rock|pop rock,2.333333333333333
14840,U2,Original Of The Species,rock|alternative,2.0
14841,Snow Patrol,Set The Fire To The Third Bar (Feat. Martha Wainwright),indie|alternative|rock|pop,4.0
14842,Radiohead,2+2= 5,alternative|experimental|rock,3.0
14843,Radiohead,Bangers And Mash,alternative|experimental|rock,2.6666666666666665
14844,Radiohead,Mk 1,alternative|experimental|electronic,2.5
14845,Evan Rachel Wood,It Won'T Be Long,pop|rock,4.0
14846,Arctic Monkeys,Da Frame 2R,indie|alternative,3.5
14847,Arctic Monkeys,Leave Before The Lights Come On,indie rock|alternative rock,4.0
14848,Arctic Monkeys,Plastic Tramp,indie|alternative,3.0
14849,Rammstein,Feuer Frei,industrial|metal|neue deutsche härte,2.5
14850,Rammstein,Du Riechst So Gut,metal|industrial,4.0
14851,Panic At The Disco,When The Day Met The Night,pop|indie pop|baroque pop,3.0
14852,Rooney,Blueside,indie rock|alternative rock,3.0
14853,Zero 7,Home,electronic|downtempo,4.0
14854,Mark Ronson,Valerie,pop|soul|funk,4.0
14855,Acid House Kings,Do What You Wanna Do,indie pop|twee pop|indie rock,3.5
